name,trade_date,close,VMF1,VMF2,VMF3,VMF4,VMF5,VMF6,VMF7,VMF8,VMF9,CCI,MACD,RSI,volume,OpenInterest
Brent oil,2015-02-12,59.24,0.655611223,0.494804472,0.044346983,0.490017513,-0.095650712,0.451566057,-0.105533767,7.772206828,50.20581007,78.66184077,0.727650383,60.37111073,371561,329806
Brent oil,2015-02-13,61.41,-0.665731998,0.072986918,0.513733436,-0.272178708,0.935388233,0.041409243,0.128355568,7.86170366,50.28148915,102.1794674,1.103201969,64.50884923,348799,331604
Brent oil,2015-02-16,61.6,0.61674534,-0.572773416,-0.39354372,-0.398351629,0.563176599,-0.348168377,0.336396709,7.940692256,50.34785408,103.5097779,1.400022135,64.85486423,171270,339836
Brent oil,2015-02-17,62.29,-0.500596544,0.755596152,-0.146293029,0.268038454,-0.589235576,-0.68273728,0.510842794,8.00285983,50.39879722,96.10662065,1.671661614,66.14569386,277965,327722
Brent oil,2015-02-18,59.46,0.355853684,-0.500451145,0.46647236,0.352876925,-0.783337472,-0.923817753,0.650206079,8.047328946,50.4335201,68.56037321,1.639679307,56.91283953,224099,307778
Brent oil,2015-02-19,60.21,-0.186067133,-0.016921616,-0.203641521,-0.215662658,0.214695948,-1.029665421,0.763042927,8.08243287,50.46030739,51.89969124,1.6557652,58.5635703,303861,296584
Brent oil,2015-02-20,60.59,0.014590787,0.501020045,-0.264265904,-0.305594841,0.829167745,-0.986546746,0.848807948,8.107415399,50.47838398,60.21547879,1.679812379,59.41203287,125659,317698
Brent oil,2015-02-23,59.92,0.151804331,-0.669358549,0.386364504,0.175867828,0.16253571,-0.796672525,0.910233104,8.124541267,50.48997178,41.19275227,1.626062307,57.18854238,145660,315888
Brent oil,2015-02-24,59.32,-0.29424197,0.449471578,-0.049558217,0.275397438,-0.698048986,-0.481444184,0.950753235,8.136617931,50.49782761,29.29712786,1.517556554,55.19634521,135743,312616
Brent oil,2015-02-25,62.56,0.39964552,0.008239843,-0.318368105,-0.136070514,-0.450382922,-0.085375348,0.970410037,8.143204408,50.50150773,44.86954259,1.673712372,62.74379668,133814,308947
Brent oil,2015-02-26,61.17,-0.450247707,-0.420290376,0.294667794,-0.250120636,0.454119874,0.325608891,0.961089939,8.135837913,50.49259325,36.18829463,1.666099837,58.21312807,135915,311956
Brent oil,2015-02-27,63.09,0.462154031,0.585570729,0.102446339,0.133995503,0.643520315,0.702672441,0.928802863,8.119378475,50.47585927,41.24301816,1.7943111,62.26627455,145228,311246
Brent oil,2015-03-02,60.67,-0.436030224,-0.425899902,-0.361679627,0.242557574,-0.11969758,1.001355644,0.878681862,8.097555235,50.45492307,20.0304868,1.681265098,55.02210718,173291,322136
Brent oil,2015-03-03,61.75,0.382326431,0.04860612,0.159508061,-0.131476812,-0.665157812,1.179816848,0.810534954,8.068870209,50.42821112,22.78730749,1.659690423,57.40387155,167299,321919
Brent oil,2015-03-04,61.06,-0.30134815,0.341884756,0.25284423,-0.223316655,-0.193574126,1.213629948,0.725967338,8.033429729,50.39573366,12.34365946,1.568830601,55.38592741,162982,313523
Brent oil,2015-03-05,61.13,0.207682359,-0.526513369,-0.332677366,0.140814215,0.552961087,1.099479799,0.62850555,7.993030205,50.35916157,13.9460963,1.485349765,55.55661765,177542,333432
Brent oil,2015-03-06,60.26,-0.105852632,0.419888748,-0.015383416,0.212318987,0.44892783,0.852095939,0.520840848,7.948503586,50.31918849,2.006281505,1.333615779,52.85023239,160563,345631
Brent oil,2015-03-09,59.11,0.006368287,-0.089702721,0.345274931,-0.140533964,-0.317054742,0.50665375,0.408939142,7.903781355,50.27958262,-17.14910954,1.107800084,49.42298049,194228,352048
Brent oil,2015-03-10,56.91,0.080927986,-0.279497104,-0.236204663,-0.207040931,-0.586235603,0.104164194,0.294285366,7.858450349,50.23979799,-54.37973912,0.742755877,43.59822787,197285,360161
Brent oil,2015-03-11,58.22,-0.149455275,0.486449837,-0.174672821,0.140571458,0.025574866,-0.306232849,0.180007698,7.813708934,50.20089581,-56.26376931,0.552789551,47.56131519,228623,352594
Brent oil,2015-03-12,57.18,0.195142384,-0.424105895,0.363735469,0.201192261,0.578023038,-0.676208484,0.067977249,7.769497479,50.16267844,-56.21421371,0.314692976,44.86602686,270011,350269
Brent oil,2015-03-13,54.89,-0.217276524,0.135347744,-0.086290495,-0.136326907,0.254993246,-0.957700272,-0.035920958,7.729616045,50.12877485,-95.21258262,-0.058114232,39.55110565,276362,356368
Brent oil,2015-03-16,54.15,0.208967438,0.2060948,-0.313691542,-0.204605344,-0.441448686,-1.115122458,-0.126078457,7.697685777,50.10264541,-129.419862,-0.40856872,37.98516895,283903,363984
Brent oil,2015-03-17,53.3,-0.184344446,-0.429716375,0.298600254,0.11304182,-0.479518036,-1.134483454,-0.200202337,7.674336486,50.08480803,-134.2906498,-0.746291539,36.21165022,240285,364846
Brent oil,2015-03-18,56.27,0.138711735,0.409509214,0.098728954,0.191998222,0.175821012,-1.020600738,-0.255654859,7.660813939,50.07643235,-88.87917574,-0.765461365,45.74384554,262440,363880
Brent oil,2015-03-19,54.46,-0.08923715,-0.181153296,-0.380938906,-0.112040852,0.536725451,-0.801644521,-0.294784522,7.653763016,50.07414334,-92.48771606,-0.916144717,41.65821551,209646,362911
Brent oil,2015-03-20,55.22,0.039327124,-0.127624278,0.172921437,-0.18716185,0.097363716,-0.51166303,-0.314963572,7.654811585,50.07953308,-87.66392135,-0.963134299,43.92301983,186667,356693
Brent oil,2015-03-23,55.89,-0.006525577,0.337953253,0.252426482,0.095396192,-0.468102537,-0.194064611,-0.315752117,7.663619758,50.09224985,-68.77548857,-0.935526315,45.91627751,191637,344310
Brent oil,2015-03-24,55.31,-0.010866077,-0.358290254,-0.366895229,0.168961559,-0.337695558,0.105991275,-0.297453174,7.67931805,50.1114343,-57.91984142,-0.949502666,44.44354001,197476,342716
Brent oil,2015-03-25,56.38,0.004894901,0.190290647,0.012114945,-0.087462663,0.268423106,0.349954891,-0.259694387,7.701830345,50.13702435,-42.71030199,-0.86427613,47.77170602,256043,336435
Brent oil,2015-03-26,58.86,0.013764275,0.049083866,0.354607263,-0.165076466,0.451016019,0.510017823,-0.201751915,7.731609414,50.16950168,15.15033563,-0.589819144,54.56545077,334870,341882
Brent oil,2015-03-27,56.12,-0.044257397,-0.236362013,-0.281755731,0.063260765,-0.038720081,0.565805993,-0.128535435,7.763759083,50.20403508,-10.30602172,-0.586642655,47.25222159,223862,339210
Brent oil,2015-03-30,57.45,0.079411089,0.288522424,-0.135317821,0.16993404,-0.438986925,0.525062949,-0.035884606,7.802210963,50.24455796,-4.074229483,-0.471371701,50.7058275,133782,341935
Brent oil,2015-03-31,56.15,-0.119849246,-0.210669235,0.369570999,-0.051521877,-0.178248853,0.404804239,0.075884614,7.846618793,50.29074578,-15.20461356,-0.479391646,47.43650556,161563,337637
Brent oil,2015-04-01,57.73,0.150625012,0.049114009,-0.153621306,-0.186711514,0.313099753,0.235420321,0.209240219,7.899536891,50.3451774,17.28456071,-0.35417204,51.52719391,203788,350823
Brent oil,2015-04-02,56.23,-0.1733898,0.101785358,-0.253153319,0.022355286,0.294775302,0.046206971,0.361794226,7.959011941,50.4059704,0.279033032,-0.371687482,47.72951663,187638,363132
Brent oil,2015-04-07,59.66,0.172777512,-0.192014761,0.338192862,0.194017865,-0.160430053,-0.129531611,0.534943111,8.027038498,50.47520144,77.57608235,-0.107556418,55.75910078,222597,383893
Brent oil,2015-04-08,57.29,-0.151401921,0.187125592,-0.021401725,-0.018096965,-0.355372138,-0.27560172,0.719717527,8.095731072,50.54514155,39.15202276,-0.088450241,50.0392318,268733,395125
Brent oil,2015-04-09,57.92,0.11192503,-0.097885728,-0.29613313,-0.191653736,0.001817203,-0.366477188,0.919327508,8.169050766,50.61982994,44.27189386,-0.022216624,51.46453226,214867,407511
Brent oil,2015-04-10,59.1,-0.065921632,-0.037348511,0.236322681,0.003339156,0.337863655,-0.391286169,1.132416943,8.246585669,50.69895531,56.88666832,0.124060047,54.10550579,206752,409786
Brent oil,2015-04-13,59.06,0.014396819,0.146791513,0.086342518,0.181143909,0.129819842,-0.35023794,1.358000202,8.32845952,50.78275913,78.29497674,0.234059603,53.99824348,248540,412181
Brent oil,2015-04-14,60.17,0.029030331,-0.189060299,-0.284543341,0.001433716,-0.284411844,-0.254265124,1.595768131,8.415679731,50.87239261,87.4868321,0.406121254,56.57119284,296470,423360
Brent oil,2015-04-15,62.71,-0.067288485,0.13238848,0.124964501,-0.195052032,-0.263566339,-0.134356653,1.836839325,8.501207711,50.96104999,141.7156859,0.73892031,61.83199219,344269,435599
Brent oil,2015-04-16,63.94,0.105902118,0.005738297,0.178733009,-0.002190737,0.171463054,-0.022591557,2.072990311,8.578646281,51.04255883,172.161318,1.089359226,64.09990086,293485,446816
Brent oil,2015-04-17,63.72,-0.131114641,-0.135001219,-0.223156003,0.23434512,0.374246544,0.062566595,2.302243593,8.647375379,51.11643581,156.6532783,1.333955423,63.37455813,220117,440260
Brent oil,2015-04-20,63.48,0.151130995,0.197201206,0.000698221,0.021945216,0.030318062,0.114898019,2.525130841,8.708890251,51.18424173,131.6656086,1.491243549,62.54310345,239802,447520
Brent oil,2015-04-21,61.78,-0.159394846,-0.149706954,0.196791278,-0.259324418,-0.361521142,0.139757623,2.744717895,8.76694761,51.24975011,94.33042613,1.461868223,56.85324743,218306,453644
Brent oil,2015-04-22,62.85,0.154267562,0.015248071,-0.138577278,-0.036079268,-0.224775945,0.147144628,2.963733445,8.824975611,51.31640821,89.61026472,1.507550024,59.35936735,230058,449458
Brent oil,2015-04-23,64.75,-0.140834902,0.125034423,-0.083938068,0.275587958,0.233582966,0.142774279,3.180428227,8.882223801,51.38354052,118.6046179,1.677727504,63.4221738,326736,449517
Brent oil,2015-04-24,65.49,0.121055335,-0.193220708,0.179369058,0.041672404,0.339671007,0.128631977,3.389973969,8.935076031,51.44764627,126.5017362,1.850969376,64.89417336,259489,423396
Brent oil,2015-04-27,64.65,-0.090603924,0.16059314,-0.035838371,-0.285085885,-0.042282018,0.110235425,3.589811516,8.982068272,51.5073574,102.0016843,1.898597972,61.85138687,189765,408212
Brent oil,2015-04-28,64.57,0.056335223,-0.038497858,-0.127549037,-0.034115618,-0.336336963,0.096538945,3.780015981,9.024170146,51.56370624,82.90276121,1.907895613,61.55536278,196461,402011
Brent oil,2015-04-29,65.6,-0.018287925,-0.104447975,0.106633141,0.300408646,-0.129110495,0.094225348,3.960482874,9.062122043,51.61749182,86.12102194,1.975602931,63.9478039,238435,395005
Brent oil,2015-04-30,66.8,-0.019507536,0.19186774,0.042371717,0.026468039,0.246015732,0.104122769,4.129495649,9.095110096,51.66797561,88.52194854,2.101862478,66.55885479,223481,383826
Brent oil,2015-05-01,66.51,0.05879253,-0.171260464,-0.105457404,-0.312479493,0.242896399,0.121482638,4.283941511,9.120951547,51.71306255,75.24288738,2.153697023,65.32750589,189316,359672
Brent oil,2015-05-05,67.57,-0.090302198,0.062953401,0.031042092,-0.007345722,-0.095725564,0.140096963,4.421435087,9.138074923,51.75125616,79.55548363,2.254322983,67.68106382,255639,316509
Brent oil,2015-05-06,68.15,0.120997362,0.084955917,0.069352616,0.33714162,-0.254866203,0.152660893,4.538989285,9.144137076,51.78026776,93.63605034,2.353738502,68.92406303,182444,358607
Brent oil,2015-05-07,66.32,-0.135666956,-0.174379249,-0.042500492,0.009697627,-0.01996197,0.157509053,4.636752454,9.139538929,51.80049181,55.77893537,2.258822016,60.95786136,215495,364663
Brent oil,2015-05-08,66.4,0.141128965,0.169841263,-0.027388983,-0.339270162,0.236442633,0.16012611,4.719306327,9.12871224,51.81628995,32.3295349,2.165097453,61.1691523,194398,359046
Brent oil,2015-05-11,65.51,-0.135368558,-0.07636389,0.024671037,-0.004658773,0.126875935,0.163549078,4.789897414,9.114701556,51.83063657,20.09721156,1.995995902,57.4445427,192324,355235
Brent oil,2015-05-12,67.82,0.115953556,-0.056941254,0.021759896,0.337691883,-0.175347856,0.165656346,4.850155767,9.09909412,51.84508579,36.59722022,2.025036043,63.63397462,296214,364025
Brent oil,2015-05-13,67.04,-0.083548451,0.155443229,-0.019626184,-0.010504286,-0.21617869,0.152514656,4.893894639,9.07597299,51.8537536,37.6241915,1.962488735,60.43751352,315582,364409
Brent oil,2015-05-14,66.65,0.051779979,-0.150351412,-0.017435676,-0.318177322,0.085086635,0.120236373,4.921456136,9.04562306,51.85690433,25.23151878,1.860008778,58.84585129,247258,354307
Brent oil,2015-05-15,66.86,-0.019129302,0.056252289,0.035364677,0.038946131,0.283249995,0.070463955,4.934385229,9.009274253,51.85570787,15.11381267,1.77527367,59.46488613,206137,346213
Brent oil,2015-05-18,66.3,-0.006438424,0.07116061,0.010628306,0.306632196,0.060712872,0.009278586,4.935020685,8.968785126,51.85193937,18.99105642,1.64398236,57.00254005,198219,342030
Brent oil,2015-05-19,64.45,0.024312266,-0.149628761,-0.052594255,-0.060071931,-0.27006976,-0.054198857,4.926346557,8.926559678,51.84790634,-19.09005711,1.37480561,49.68328049,253354,323985
Brent oil,2015-05-20,64.96,-0.036283445,0.127733761,0.014188193,-0.294903073,-0.210533074,-0.110479037,4.911669572,8.88535752,51.84628123,-26.48846421,1.188928604,51.53093478,210395,309751
Brent oil,2015-05-21,66.48,0.037926768,-0.028610824,0.049676017,0.068068345,0.162169266,-0.157890106,4.889383325,8.843293247,51.84514356,-1.505122349,1.151002989,56.64120322,250909,297462
Brent oil,2015-05-22,65.57,-0.027315309,-0.079920325,-0.044015655,0.281080812,0.303095908,-0.19670127,4.856792567,8.797421258,51.84151969,-10.92872287,1.035579752,53.03598003,184554,294612
Brent oil,2015-05-26,63.89,0.012172109,0.139457442,-0.01575458,-0.060221523,0.01277253,-0.218057307,4.8177851,8.751016232,51.8385893,-49.62831953,0.799329869,47.07835046,224131,278422
Brent oil,2015-05-27,62.25,-0.00042386,-0.119996248,0.049958338,-0.265929474,-0.292222551,-0.211758558,4.778297307,8.709281501,51.84143734,-84.73829916,0.474298423,42.10595492,257061,268359
Brent oil,2015-05-28,62.85,-0.01494669,0.019321888,-0.035848566,0.035124811,-0.193514456,-0.175250521,4.742243299,8.675662025,51.85343547,-98.73361323,0.262102294,44.41889148,238590,256323
Brent oil,2015-05-29,65.45,0.01597825,0.082445573,-0.038667161,0.22453415,0.145936145,-0.11953148,4.708333446,8.648940729,51.8733884,-36.57160094,0.300272252,53.15299674,278461,242930
Brent oil,2015-06-01,65.5,-0.006511737,-0.133740796,0.063698192,-0.031193555,0.250846458,-0.067413478,4.669112454,8.622203413,51.89448633,-7.010775772,0.330744188,53.30496164,133238,256268
Brent oil,2015-06-02,66.1,-0.010621473,0.111875102,0.007674537,-0.182014812,0.023550857,-0.03422011,4.621564126,8.592850564,51.91420849,3.728853943,0.398712296,55.18368798,169533,264965
Brent oil,2015-06-03,64.46,0.0388455,-0.025112368,-0.070528114,0.031919274,-0.191382459,-0.027799875,4.563227021,8.558611507,51.93032166,-31.2400446,0.316593721,49.34021421,193201,299408
Brent oil,2015-06-04,62.81,-0.068458476,-0.065293798,0.047863334,0.159475432,-0.117514409,-0.037986732,4.499729007,8.52482398,51.94811195,-93.95152324,0.117023969,44.26194573,175573,313821
Brent oil,2015-06-05,63.92,0.085775853,0.097862578,0.030777718,-0.032973603,0.084374495,-0.049908092,4.437350833,8.497477701,51.97351627,-94.46939212,0.047879303,48.12968534,161461,317082
Brent oil,2015-06-08,63.19,-0.097854702,-0.079196642,-0.098560218,-0.164576039,0.105675671,-0.060220647,4.373964317,8.474697907,52.00470604,-80.34769152,-0.065073119,45.87509835,208398,317049
Brent oil,2015-06-09,65.72,0.094510059,0.02259561,0.046121381,0.016971754,-0.028146562,-0.067933614,4.3073894,8.454866736,52.04016397,-8.777940937,0.048996329,53.92990984,237039,323105
Brent oil,2015-06-10,66.09,-0.077450846,0.02745834,0.074183467,0.155877706,-0.078969291,-0.080090402,4.229566859,8.430805829,52.07287197,56.74989105,0.167324286,54.9849806,235649,318714
Brent oil,2015-06-11,65.47,0.056768727,-0.03098108,-0.100978406,0.011051306,0.018896902,-0.095511068,4.137038727,8.399680851,52.10011142,44.95645097,0.208665856,52.80278341,193362,309791
Brent oil,2015-06-12,65.29,-0.027976483,0.008435156,0.010338395,-0.131423618,0.081650805,-0.104088845,4.030699611,8.362623602,52.12306417,37.01201149,0.224319042,52.15561622,68815,344347
Brent oil,2015-06-15,64.68,-0.001313287,0.013072802,0.098510639,-0.031092688,-0.003734531,-0.095134445,3.910986705,8.32013092,52.14225171,-6.32405773,0.185365624,49.9225655,139220,347353
Brent oil,2015-06-16,64.45,0.031454039,-0.000582234,-0.086818772,0.118433165,-0.083104654,-0.057752983,3.780119893,8.274322665,52.15979587,-6.818215652,0.134386556,49.06948176,164249,344839
Brent oil,2015-06-17,64.48,-0.059716778,-0.043388388,-0.035432404,0.052975284,-0.012382782,0.011416392,3.638353422,8.225387057,52.17589995,0.640777201,0.095307383,49.19143961,178703,339593
Brent oil,2015-06-18,64.98,0.085166857,0.083879835,0.11820288,-0.107806427,0.090254573,0.107748034,3.4848503,8.172453226,52.18972058,17.45030984,0.103489713,51.28519557,133455,333557
Brent oil,2015-06-19,63.5,-0.101704565,-0.071048112,-0.048588289,-0.070865082,0.043767935,0.221110103,3.319214379,8.11501159,52.20076742,-40.67885666,-0.009341677,45.33054229,116887,330392
Brent oil,2015-06-22,64.06,0.109196584,-0.005051875,-0.082083562,0.107073826,-0.081982197,0.340287961,3.144460947,8.055814578,52.21179042,-42.82145954,-0.052963517,47.80024089,119614,319357
Brent oil,2015-06-23,65.23,-0.110003473,0.103104064,0.100163711,0.082189581,-0.086059593,0.443815232,2.959069541,7.993271715,52.22123938,16.99594198,0.006796734,52.61648996,136352,324182
Brent oil,2015-06-24,64.18,0.109265844,-0.154848613,0.014706988,-0.108417941,0.050220291,0.506250301,2.758972858,7.923311377,52.22510264,-6.549270333,-0.030220696,48.30870555,140376,321604
Brent oil,2015-06-25,63.93,-0.099196999,0.127942368,-0.088784205,-0.075907494,0.135255426,0.513989698,2.546058835,7.84747513,52.22492588,-72.00731574,-0.07882158,47.31542882,130588,325463
Brent oil,2015-06-26,63.66,0.08248858,-0.019171783,0.03867236,0.117766401,0.025997395,0.459491576,2.321528978,7.766502891,52.2214405,-97.04012956,-0.137539406,46.21035174,113379,332176
Brent oil,2015-06-29,62.55,-0.056025586,-0.116676234,0.05302368,0.074330579,-0.13746452,0.343045714,2.086536811,7.681034048,52.21527574,-154.9452758,-0.270523008,41.87984465,154221,329314
Brent oil,2015-06-30,63.68,0.021191436,0.204624404,-0.057740547,-0.125193269,-0.110631487,0.17239865,1.841708526,7.591203451,52.20656832,-75.37554114,-0.281487107,47.2947798,171974,329908
Brent oil,2015-07-01,62.5,0.024909823,-0.183197328,-0.015411497,-0.072640532,0.086218262,-0.04239711,1.58260188,7.492179878,52.19051683,-110.6826277,-0.381000437,42.80944994,200673,340648
Brent oil,2015-07-02,62.29,-0.067337788,0.069608234,0.074737802,0.154361737,0.191778399,-0.274247645,1.311073764,7.385031455,52.1681533,-123.9183759,-0.471376972,42.04522737,149013,343753
Brent oil,2015-07-03,61.09,0.107826778,0.091297509,-0.020607822,0.0841523,0.03977336,-0.489379712,1.029110529,7.270697437,52.14034182,-216.546352,-0.632539477,37.8834714,63795,346188
Brent oil,2015-07-06,57.14,-0.134137837,-0.207428996,-0.061634755,-0.169356369,-0.179682944,-0.649835435,0.740981441,7.152118904,52.10990267,-367.4806208,-1.066697685,28.04351983,172227,350525
Brent oil,2015-07-07,58,0.140457364,0.215403317,0.057091665,-0.085157885,-0.154927694,-0.717641479,0.455868221,7.036962489,52.0843497,-309.633329,-1.32609004,32.17422319,230109,349660
Brent oil,2015-07-08,57.63,-0.136401139,-0.125839883,0.007087677,0.163331289,0.075266614,-0.679255872,0.174696097,6.925120979,52.06351293,-242.467637,-1.543721201,31.3406382,264126,354164
Brent oil,2015-07-09,58.79,0.117204711,-0.026224762,-0.063409988,0.06950137,0.187715179,-0.540796984,-0.103539235,6.814914906,52.04571433,-160.4334892,-1.604102068,36.86348941,264472,349637
Brent oil,2015-07-10,58.89,-0.087887355,0.16467093,0.041618104,-0.167165113,0.032695444,-0.326787713,-0.382447428,6.702294644,52.02694799,-120.9630117,-1.625151442,37.33148277,197344,359340
Brent oil,2015-07-13,58.14,0.056675152,-0.217265939,0.036169628,-0.049846484,-0.155169144,-0.069857422,-0.664020552,6.584756034,52.00474003,-126.2828096,-1.682951932,35.22271895,216365,351015
Brent oil,2015-07-14,58.94,-0.023010338,0.167120134,-0.060986499,0.180894546,-0.104885051,0.196602938,-0.947096751,6.462729978,51.97951211,-104.8163535,-1.645240613,39.16987945,330179,350850
Brent oil,2015-07-15,57.37,-0.004814683,-0.035182614,0.009350511,0.036618829,0.095579093,0.437852954,-1.231626024,6.335425784,51.95044585,-100.2776224,-1.722187692,34.70100209,274669,343561
Brent oil,2015-07-16,56.95,0.027918518,-0.106927944,0.059338686,-0.180536735,0.156047485,0.629542549,-1.512234019,6.207123256,51.92174633,-96.20424436,-1.796352068,33.59672646,246843,341343
Brent oil,2015-07-17,57.01,-0.049343368,0.184236296,-0.061560846,-0.028723349,-0.014337809,0.748126401,-1.787382595,6.078431195,51.89397779,-90.7585104,-1.829200487,33.9202386,157126,343005
Brent oil,2015-07-20,56.54,0.067947077,-0.16616288,-0.019620443,0.173480862,-0.170911704,0.775680979,-2.057257225,5.94841068,51.86618733,-81.59188348,-1.871583716,32.58118116,161060,338871
Brent oil,2015-07-21,56.98,-0.084122733,0.069663201,0.086579943,0.019734237,-0.080316157,0.704796095,-2.322131973,5.816114967,51.83742687,-65.91280081,-1.848361645,35.16172512,188877,332513
