name,trade_date,open,high,low,close,volume,OpenInterest,CCI,MACD,RSI
Brent oil,2018/10/9,83.91,85.45,83.73,84.86,351396,508873,82.40601504,2.146825457,68.38076929
Brent oil,2018/10/10,84.98,85.17,82.26,82.6,319094,510411,46.00621202,1.938447296,56.39562211
Brent oil,2018/10/11,82.47,82.63,79.8,80.36,482510,484386,-16.87668508,1.574408026,47.50774453
Brent oil,2018/10/12,80.28,81.48,79.23,80.6,373090,456089,-32.5045321,1.290395402,48.44524036
Brent oil,2018/10/15,81,81.92,79.85,80.76,284648,432933,-26.09684563,1.06593656,49.09792445
Brent oil,2018/10/16,80.88,81.75,79.8,81.56,329327,413319,-24.79614942,0.941748732,52.34643544
Brent oil,2018/10/17,81.74,81.85,79.17,80.36,336595,397768,-40.96593491,0.737991901,47.45428069
Brent oil,2018/10/18,79.78,79.87,78.26,78.77,218662,423854,-74.95125874,0.443105587,41.87057454
Brent oil,2018/10/19,78.87,80.27,78.67,79.54,180655,450028,-61.58479416,0.268444167,45.23148112
Brent oil,2018/10/22,79.53,79.85,78.57,79.57,170190,445100,-63.67861271,0.130935143,45.36402337
Brent oil,2018/10/23,79.69,79.72,75.66,75.91,362643,452969,-105.780951,-0.270257797,34.41996738
Brent oil,2018/10/24,76.13,77.43,75.17,75.82,327669,466189,-115.765049,-0.588682377,34.20146431
Brent oil,2018/10/25,75.72,77.09,75.41,76.7,193711,483760,-101.6461008,-0.761252262,38.32421102
Brent oil,2018/10/26,76.64,77.94,75.8,77.82,211478,494057,-80.20982403,-0.79843662,43.20200511
Brent oil,2018/10/29,77.64,78,76.59,76.87,220627,501728,-75.43505673,-0.894254147,40.29122445
Brent oil,2018/10/30,76.94,77.39,75.26,76.18,330020,498530,-86.23116292,-1.014176663,38.27415277
Brent oil,2018/10/31,76.34,77.13,74.58,74.59,334197,502226,-95.09035705,-1.223413088,34.04462277
Brent oil,2018/11/1,74.69,74.99,72.56,72.75,360162,498534,-123.1040095,-1.520183358,29.92359389
Brent oil,2018/11/2,72.75,73.5,72.16,72.62,312874,494632,-120.7599546,-1.745742021,29.65050787
Brent oil,2018/11/5,72.85,74.13,72.26,72.71,231141,477269,-100.7005856,-1.895387788,30.12593675
Brent oil,2018/11/6,72.85,73.28,71.18,71.65,290879,466233,-104.5372039,-2.075590167,27.74747532
Brent oil,2018/11/7,71.66,73.55,71.36,72,361361,440090,-85.66592401,-2.165200689,29.72049364
Brent oil,2018/11/8,72.1,73.08,70.56,70.96,350468,410028,-86.00699309,-2.293696675,27.33212446
Brent oil,2018/11/9,70.87,70.99,69.13,69.88,292213,384383,-97.3728784,-2.45438502,25.07830692
Brent oil,2018/11/12,70.69,71.88,68.87,68.97,319229,367649,-85.38760844,-2.624902841,23.33245232
Brent oil,2018/11/13,69.13,69.68,64.61,65.35,445041,355596,-116.0273552,-3.01736093,17.97241172
Brent oil,2018/11/14,65.62,67.63,65.02,65.86,379718,332658,-104.397013,-3.249772698,20.73511852
Brent oil,2018/11/15,66.12,67.42,65.77,66.63,316040,301972,-87.2812555,-3.333402743,24.85046479
Brent oil,2018/11/16,67,68.57,66.32,67.32,187432,339238,-67.62498982,-3.305894626,28.4360726
Brent oil,2018/11/19,67.32,67.87,65.56,67.3,144925,356705,-64.54977701,-3.248264112,28.3937838
Brent oil,2018/11/20,67.14,67.14,62.06,62.58,242464,366726,-90.55208233,-3.542618962,20.60558061
Brent oil,2018/11/21,62.82,64.83,62.82,63.75,231477,386803,-83.57557395,-3.639533799,26.02238177
Brent oil,2018/11/22,64.03,64.09,62.62,62.76,126236,409516,-81.88469115,-3.752962417,24.49924258
Brent oil,2018/11/23,62.84,63.08,58.67,59.09,225744,430400,-100.7795039,-4.091825723,19.85878529
Brent oil,2018/11/26,59.19,61.22,58.83,60.55,244619,443885,-88.8858268,-4.194219188,25.87398756
Brent oil,2018/11/27,60.49,61.51,59.11,61.04,306895,431492,-74.96151968,-4.187556299,27.83178688
Brent oil,2018/11/28,60.84,61.42,58.86,58.96,336180,412082,-73.60153373,-4.300540574,24.83341238
Brent oil,2018/11/29,59.45,60.72,57.78,59.7,370876,422770,-69.47029777,-4.281020668,27.81300452
Brent oil,2018/11/30,59.76,60.42,58.04,59.07,372803,420611,-64.66142326,-4.267197145,26.83763379
Brent oil,2018/12/3,59.98,62.6,59.85,61.9,294774,400820,-36.53402983,-3.981982737,37.4493204
Brent oil,2018/12/4,61.9,63.58,61.24,61.31,277419,401319,-26.06050154,-3.760210961,36.26825593
Brent oil,2018/12/5,61.35,63.29,60.8,61.61,256240,387209,-22.60867954,-3.519675114,37.35019625
Brent oil,2018/12/6,61.36,61.97,58.36,60.31,399988,374850,-34.96695616,-3.394814549,34.60839634
Brent oil,2018/12/7,60.25,63.73,59.1,61.4,423077,358339,-18.14955287,-3.171350408,38.67338811
Brent oil,2018/12/10,61.34,62.33,59.61,59.81,264954,354032,-22.85094366,-3.086968526,35.23274611
Brent oil,2018/12/11,59.91,61.1,59.58,60.46,235332,355816,-22.89582733,-2.933826385,37.67391609
Brent oil,2018/12/12,60.67,61.43,59.98,60.18,246916,356064,-18.74906279,-2.802745489,37.02649843
Brent oil,2018/12/13,60.29,62.02,59.33,61.71,252397,342783,-9.383650732,-2.54605538,42.80989229
Brent oil,2018/12/14,61.69,61.69,60.03,60.36,120009,340899,-9.739255002,-2.423622328,39.37384032
Brent oil,2018/12/17,60.37,61.24,58.68,58.7,161267,344511,-21.97172467,-2.432501021,35.59102541
Brent oil,2018/12/18,58.9,59.27,55.86,56,265774,364876,-56.94383968,-2.627121067,30.4643119
Brent oil,2018/12/19,56.44,58.1,56.09,56.77,268586,387571,-54.94356606,-2.688237958,33.41021076
Brent oil,2018/12/20,56.73,56.94,54.58,55,272368,414153,-75.5816725,-2.846682953,30.23887034
Brent oil,2018/12/21,55.27,55.58,53.06,53.79,204384,443259,-98.24115013,-3.034904154,28.26376421
Brent oil,2018/12/24,53.8,54.9,50.65,50.68,93668,451295,-130.168637,-3.395876273,23.93623155
Brent oil,2018/12/26,51.33,55.59,50.22,55.18,178268,463712,-97.69355489,-3.281015383,38.58828206
Brent oil,2018/12/27,54.99,54.99,52.51,53.58,224693,472381,-94.63683647,-3.281269496,35.93757639
Brent oil,2018/12/28,53.96,54.41,52,52.8,239069,483079,-103.18086,-3.306297426,34.68666121
Brent oil,2018/12/31,53,54.82,52.66,54.15,109109,494373,-84.82565077,-3.180535291,38.66594237
Brent oil,2019/1/2,54.12,56.56,52.51,54.68,300950,492814,-63.71134985,-3.003479086,40.20617341
Brent oil,2019/1/3,54.29,56.3,53.93,55.55,278356,499715,-42.90221701,-2.761130445,42.74775896
Brent oil,2019/1/4,55.67,58.31,55.34,57.42,321106,501313,-0.898628239,-2.390616491,47.87626585
Brent oil,2019/1/7,57.41,58.93,57.26,57.57,296583,495064,21.81030395,-2.061118476,48.27650599
Brent oil,2019/1/8,57.64,58.87,57.13,58.59,288249,488207,31.76475346,-1.698108709,51.03014818
Brent oil,2019/1/9,59.15,61.69,59.05,61.34,329048,446902,85.24580604,-1.174974462,57.58622177
Brent oil,2019/1/10,61.15,61.91,60.44,61.18,300922,425796,91.26723457,-0.764484958,57.10717526
Brent oil,2019/1/11,61.19,62.49,60.08,60.59,292786,400147,84.47707685,-0.481229821,55.28096237
Brent oil,2019/1/14,60.62,61.04,58.9,59.32,263276,377813,57.58110026,-0.35513272,51.46577695
Brent oil,2019/1/15,59.36,60.86,59.11,60.53,234362,362941,63.61816609,-0.155767383,54.67530571
Brent oil,2019/1/16,60.42,61.45,60.03,61.3,315592,352122,73.83464455,0.063630159,56.64033551
Brent oil,2019/1/17,61.05,61.54,60.04,61.15,278415,333846,69.79083905,0.222831878,56.12981512
Brent oil,2019/1/18,61.33,63,61.32,62.58,288912,333622,88.04779503,0.45909725,59.84559459
Brent oil,2019/1/21,62.74,63.15,62.25,62.81,138080,314182,88.61148999,0.657321147,60.42617843
Brent oil,2019/1/22,62.33,62.53,60.47,61.51,179900,323580,62.29258839,0.701430228,55.53825732
Brent oil,2019/1/23,61.24,62.18,60.15,60.92,222753,345028,49.72255242,0.68092959,53.42600824
Brent oil,2019/1/24,60.83,61.49,60.33,61.2,214034,358130,43.13249764,0.679444138,54.31403567
Brent oil,2019/1/25,61.09,61.94,60.68,61.44,183542,373369,44.2324582,0.689682668,55.10421628
Brent oil,2019/1/28,61.48,61.63,59.4,59.95,210980,397835,16.43442088,0.570984279,49.39252753
Brent oil,2019/1/29,59.69,61.69,59.61,61.16,298432,411222,20.83783317,0.568004238,53.59875826
Brent oil,2019/1/30,61.07,62.51,60.96,61.66,304571,434547,34.48023605,0.599082505,55.25378151
Brent oil,2019/1/31,61.7,62.46,60.63,61.22,322619,445678,20.7458488,0.581504709,53.44716278
Brent oil,2019/2/1,61.06,62.97,60.46,62.9,267223,449665,30.50561895,0.695123191,58.96423115
Brent oil,2019/2/4,62.83,63.63,61.28,62.82,297433,449502,35.87061131,0.769837122,58.60803863
Brent oil,2019/2/5,62.64,63.02,61.72,62.11,215360,432864,24.02958049,0.762962428,55.40893022
Brent oil,2019/2/6,62.06,62.8,61.05,62.55,225570,418746,19.75499927,0.783981259,56.97625497
Brent oil,2019/2/7,62.5,62.91,60.6,61.68,286173,411612,9.350896594,0.722113035,53.00881422
Brent oil,2019/2/8,61.66,62.36,61.04,61.97,254945,400777,10.87526056,0.688545474,54.15478616
Brent oil,2019/2/11,62.11,62.34,60.9,61.58,280955,377459,2.645050036,0.62328832,52.30734117
Brent oil,2019/2/12,61.59,63.34,61.59,62.61,278798,340254,30.23343651,0.647223162,56.52553221
Brent oil,2019/2/13,62.7,63.98,62.69,63.6,269676,336305,61.3894824,0.737574127,60.17179601
Brent oil,2019/2/14,63.69,64.81,63.25,64.56,287452,331419,88.2537465,0.876537714,63.37925905
Brent oil,2019/2/15,64.86,66.39,64.42,66.39,294492,326790,146.6915251,1.121406191,68.57462298
Brent oil,2019/2/18,66.39,66.83,65.9,66.5,175243,314223,171.5773244,1.309250084,68.86059624
Brent oil,2019/2/19,66.42,66.64,65.63,66.47,157847,359316,153.7195943,1.439107834,68.67703975
Brent oil,2019/2/20,66.36,67.45,65.71,67.22,197040,364501,157.7672146,1.584277207,70.77446335
Brent oil,2019/2/21,67.15,67.39,66.78,67.13,209066,404810,149.7290705,1.672779967,70.16727436
Brent oil,2019/2/22,67.05,67.84,66.98,67.04,157989,435117,138.7486423,1.715877229,69.52492321
Brent oil,2019/2/25,67.09,67.61,64.7,64.92,196959,444213,71.24941473,1.560971925,56.42209274
Brent oil,2019/2/26,64.92,65.88,64.49,65.79,220574,440237,50.24679325,1.491220226,59.77262906
Brent oil,2019/2/27,65.91,66.88,65.42,66.47,241211,442998,70.85526655,1.473822511,62.21780169
Brent oil,2019/2/28,66.52,66.78,65.9,66.28,257536,453847,63.0576021,1.428239429,61.10026866
Brent oil,2019/3/1,66.48,67.14,64.59,65,297192,441259,33.41147527,1.274141693,54.05607531
Brent oil,2019/3/4,64.97,66.34,64.93,65.55,233538,419414,29.86392158,1.182764359,56.38299499
Brent oil,2019/3/5,65.46,66.23,65.04,65.57,216385,411010,24.70868312,1.099289077,56.46933272
Brent oil,2019/3/6,65.49,66.18,65.22,65.93,283198,422991,24.10619212,1.050078652,58.07792055
Brent oil,2019/3/7,65.88,67,65.75,66.09,276242,411141,32.78782918,1.012320301,58.8065056
Brent oil,2019/3/8,66.08,66.09,64.02,65.81,316389,412640,-5.048667835,0.94886495,56.94146285
Brent oil,2019/3/11,65.76,66.75,65.63,66.63,247806,412629,20.90213506,0.95374905,60.85672692
Brent oil,2019/3/12,66.7,67.39,66.34,66.82,252126,404643,30.52320651,0.961863384,61.72516634
Brent oil,2019/3/13,66.85,67.65,66.63,67.54,179289,425672,38.49840299,1.014695259,64.90289806
Brent oil,2019/3/14,67.48,68.03,66.93,67.09,168555,435279,36.92842218,1.00862684,61.46797118
Brent oil,2019/3/15,67.05,67.6,66.07,66.9,181042,449656,19.83284273,0.977221362,60.02352724
Brent oil,2019/3/18,66.77,67.51,66.58,67.23,158480,464502,30.61272866,0.967804291,61.70666634
Brent oil,2019/3/19,67.24,67.98,66.94,67.52,187121,462261,47.09055536,0.972531038,63.17403233
Brent oil,2019/3/20,67.34,68.34,66.98,68.07,208215,481622,64.54975155,1.009025999,65.84699884
Brent oil,2019/3/21,68.2,68.48,67.42,67.55,281035,490889,70.63745064,0.984638564,61.31556715
Brent oil,2019/3/22,67.5,67.76,65.94,66.79,264479,532816,22.01245565,0.893683867,55.32315938
Brent oil,2019/3/25,66.75,67.27,66.05,66.9,234244,536831,14.5236566,0.821013561,55.99352383
Brent oil,2019/3/26,66.88,67.77,66.85,67.44,258666,542142,51.79768977,0.79779878,59.22780916
Brent oil,2019/3/27,67.35,67.7,66.61,67.3,351955,547582,41.2388525,0.759350745,58.03688316
Brent oil,2019/3/28,67.11,67.32,65.93,67.31,434893,545529,13.29798792,0.721371792,58.10168872
Brent oil,2019/3/29,67.29,68.3,67.15,67.55,333687,550209,75.69070882,0.702540741,59.70988471
Brent oil,2019/4/1,67.58,69.22,67.58,69.16,320766,550825,141.5374131,0.808213954,68.45668332
Brent oil,2019/4/2,69.22,69.58,68.69,69.57,299300,542963,164.1491882,0.914502494,70.22917479
Brent oil,2019/4/3,69.47,69.96,68.8,69.52,341499,524645,149.5023793,0.983366707,69.71469072
Brent oil,2019/4/4,69.44,70.03,68.87,69.31,281879,513571,130.302902,1.009361556,67.47877449
Brent oil,2019/4/5,69.13,70.48,68.92,70.48,263869,507404,137.5993308,1.111558527,72.72702938
Brent oil,2019/4/8,70.56,71.19,70.43,71.1,288128,490939,164.043292,1.228418735,75.02693674
Brent oil,2019/4/9,71.19,71.34,70.3,70.83,267491,469905,138.4185343,1.284438343,72.17258862
Brent oil,2019/4/10,70.82,71.78,70.57,71.57,288893,445121,143.0000603,1.372722214,74.98188144
Brent oil,2019/4/11,71.56,71.68,70.57,70.98,278088,429612,116.7550076,1.379181404,69.00075454
Brent oil,2019/4/12,70.95,71.87,70.9,71.55,237220,403761,114.4638262,1.413994942,71.37628301
Brent oil,2019/4/15,71.55,71.6,70.78,71.3,219152,397564,92.12634063,1.405213583,68.88300317
Brent oil,2019/4/16,71.21,71.95,70.74,71.86,273904,377547,92.09485457,1.426992135,71.30131242
Brent oil,2019/4/17,71.83,72.27,71.45,71.64,276611,372240,91.90890026,1.410243228,69.03154634
Brent oil,2019/4/18,71.63,72.04,71.2,72.01,259040,349762,81.04340532,1.410565386,70.71973988
Brent oil,2019/4/22,71.34,73.85,71.34,73.65,214324,425384,105.9845673,1.52556918,76.7656319
Brent oil,2019/4/23,73.68,74.07,73.36,73.73,259652,435080,111.1397372,1.604668231,77.0149545
Brent oil,2019/4/24,73.6,74.03,73.4,73.74,256995,468485,95.54976436,1.649151325,77.04810911
Brent oil,2019/4/25,73.71,74.75,73.28,73.62,330749,479715,85.55889296,1.655636356,75.63815354
Brent oil,2019/4/26,73.55,73.65,70.6,71.13,480792,500615,19.04534785,1.44321709,53.68491857
Brent oil,2019/4/29,71.09,72,70.63,71.42,351734,495355,1.465196238,1.283478725,55.31172013
Brent oil,2019/4/30,71.44,72.79,71.19,71.66,365522,509351,12.32466694,1.162846344,56.66821045
Brent oil,2019/5/1,71.73,72.36,71.3,72.05,230800,511954,9.544192209,1.086193097,58.85390627
Brent oil,2019/5/2,72,72.22,69.68,70.35,346632,503678,-28.52330093,0.878146329,47.58625029
Brent oil,2019/5/3,70.48,71.54,69.95,70.78,249814,493689,-31.14275415,0.739441353,50.18419359
Brent oil,2019/5/6,70.59,71.79,68.79,70.98,227024,490758,-40.65013847,0.638297098,51.39102641
Brent oil,2019/5/7,71.15,71.33,69.38,69.87,332066,488274,-52.10211879,0.463231973,44.89097683
Brent oil,2019/5/8,69.88,70.7,69.33,70.32,295443,476257,-55.09603088,0.356691127,47.7748949
Brent oil,2019/5/9,70.23,70.65,69.4,70.32,328735,461966,-54.90436589,0.269154097,47.7748949
Brent oil,2019/5/10,70.45,71.23,70.18,70.86,300458,446996,-32.65287833,0.240580595,51.32024557
Brent oil,2019/5/13,70.83,72.58,69.72,69.95,373469,416392,-33.37340983,0.142859696,45.69108472
Brent oil,2019/5/14,70.02,71.65,69.93,70.99,299769,392878,-29.71107524,0.14763267,52.15070653
Brent oil,2019/5/15,70.9,72.25,70.42,71.95,272443,378560,-0.690874128,0.226270952,57.21011414
Brent oil,2019/5/16,72.05,73.36,71.82,72.77,326435,371692,50.85466211,0.350716662,61.00310241
Brent oil,2019/5/17,72.82,73.23,71.79,72.17,255528,351784,39.05949627,0.396356842,57.02027265
Brent oil,2019/5/20,72.5,73.4,71.6,72.06,301978,330123,42.11144844,0.418823002,56.29461333
Brent oil,2019/5/21,71.35,71.69,70.83,71.11,225994,361526,-17.1853579,0.355868308,50.33658159
Brent oil,2019/5/22,71.02,71.07,69.46,69.93,274686,387558,-82.23808411,0.208358295,44.09407143
Brent oil,2019/5/23,69.95,69.98,65.91,66.8,395580,406493,-240.5673659,-0.15927329,32.55952319
Brent oil,2019/5/24,66.81,68.09,66.23,68.01,252172,410623,-205.1044442,-0.348964438,39.18279477
Brent oil,2019/5/27,68,68.87,67.28,68.68,69820,409666,-130.3488494,-0.440158763,42.54741185
Brent oil,2019/5/28,68.78,69.23,68.19,68.69,233556,409589,-92.49090308,-0.505793533,42.59845561
Brent oil,2019/5/29,68.51,68.62,66.67,68.17,377686,405843,-118.491753,-0.592934238,40.57949559
Brent oil,2019/5/30,68,68.34,64.96,65.21,407264,421914,-169.6137478,-0.890575141,31.4437948
Brent oil,2019/5/31,64.86,64.91,61.39,61.76,511742,438784,-255.1166024,-1.388834252,24.51597652
Brent oil,2019/6/3,61.64,62.84,60.55,60.9,386555,435460,-241.3503295,-1.831985016,23.14692772
Brent oil,2019/6/4,61,62.12,60.21,61.4,370265,434562,-204.707594,-2.118419547,25.7432691
Brent oil,2019/6/5,61.58,62.27,59.45,60.5,428010,443635,-183.2813758,-2.390487403,24.1610263
Brent oil,2019/6/6,60.4,62.43,60.22,62.23,343637,446855,-139.2733799,-2.438398261,32.72108402
Brent oil,2019/6/7,62.4,63.59,61.77,63.24,307962,449055,-96.4749798,-2.367577443,37.17916454
Brent oil,2019/6/10,63.58,64.1,62.05,62.32,278494,431367,-84.46676712,-2.35850042,34.90998077
Brent oil,2019/6/11,62.3,62.87,62.01,62.06,302739,413871,-81.7109004,-2.345252036,34.27333679
Brent oil,2019/6/12,61.79,61.85,59.57,59.78,343207,378735,-99.55216081,-2.490026071,29.23787789
Brent oil,2019/6/13,59.94,62.64,59.78,61.35,435419,348057,-71.40131033,-2.449834491,36.19005065
Brent oil,2019/6/14,60.38,61.54,59.91,61.01,163112,370116,-66.21225292,-2.417549526,35.3793993
Brent oil,2019/6/17,61.05,61.35,59.76,59.94,152019,377004,-61.69706685,-2.450060742,32.88304358
Brent oil,2019/6/18,60.01,61.98,59.36,61.52,214964,382374,-42.94887611,-2.321571686,39.65417493
Brent oil,2019/6/19,61.55,61.78,60.69,61.5,244293,390152,-30.32580888,-2.196042406,39.5997148
Brent oil,2019/6/20,61.71,64.14,61.63,64.04,280474,398381,2.250441633,-1.870046048,49.15097638
Brent oil,2019/6/21,64.09,65.03,63.25,64.58,221019,429031,21.07826291,-1.550247807,50.92763294
Brent oil,2019/6/24,64.75,65.02,63.37,64.06,204235,450380,22.44605402,-1.32350847,49.14685066
Brent oil,2019/6/25,64.22,65.2,63.5,65.04,249597,459383,32.62178787,-1.052604334,52.51666493
Brent oil,2019/6/26,65.1,66.02,64.77,65.53,334760,458327,48.06186355,-0.789273694,54.15256889
Brent oil,2019/6/27,65.16,65.96,64.85,65.43,290042,476938,48.72769347,-0.58194315,53.74561219
Brent oil,2019/6/28,65.53,65.91,64.02,64.55,328607,493225,39.73447578,-0.483072289,50.17238027
Brent oil,2019/7/1,65.05,66.75,64.22,65.22,361414,505896,49.28464659,-0.346656974,52.74818817
Brent oil,2019/7/2,64.8,65.51,62.22,62.82,386941,498707,14.10479215,-0.427281362,43.97815127
Brent oil,2019/7/3,62.9,64.01,62.09,63.86,282110,480024,8.444521099,-0.402616351,48.01186344
Brent oil,2019/7/4,63.88,64.07,62.95,63.18,114984,470481,9.153337224,-0.432948707,45.695122
Brent oil,2019/7/5,63.27,64.52,62.91,64.44,203540,465881,23.38250583,-0.351266663,50.46480181
Brent oil,2019/7/8,64.34,65.14,63.79,63.89,253820,463509,31.96949805,-0.327142366,48.46381242
Brent oil,2019/7/9,63.81,64.75,63.76,64.54,263889,444816,33.56426475,-0.252661593,50.93965031
Brent oil,2019/7/10,64.78,67.12,64.63,66.72,349513,421533,86.61506785,-0.017525242,58.19368495
Brent oil,2019/7/11,66.81,67.65,66.43,66.81,283017,400586,106.8594649,0.174077599,58.46671845
Brent oil,2019/7/12,66.83,67.29,66.51,67,244702,375312,98.63363954,0.33736669,59.07438458
Brent oil,2019/7/15,66.87,67.47,66.11,66.19,283089,364045,79.27225471,0.396839719,55.35603782
Brent oil,2019/7/16,66.31,67.09,63.82,64.4,356735,355423,17.53400321,0.296120985,48.14417977
Brent oil,2019/7/17,64.44,65.28,63.22,63.6,274930,333532,-31.5948586,0.150018033,45.30341821
Brent oil,2019/7/18,63.52,64.46,61.29,62.59,374891,314586,-77.90380726,-0.046729499,41.93889129
Brent oil,2019/7/19,62.16,63.14,61.61,62.25,189857,337189,-88.87539897,-0.227466403,40.83934374
Brent oil,2019/7/22,62.94,63.8,62.6,63.06,180628,357333,-55.7398094,-0.301861796,44.56796828
Brent oil,2019/7/23,63.03,64.34,62.54,64.1,233500,366183,-35.94873398,-0.273745801,49.0114306
Brent oil,2019/7/24,63.99,64.62,62.49,63.01,293637,380583,-45.65477884,-0.335549557,44.94494361
Brent oil,2019/7/25,63.05,64.08,62.91,62.95,201755,415852,-46.62338401,-0.384933702,44.7249645
Brent oil,2019/7/26,63.17,63.77,62.92,63.27,204519,431145,-45.01072827,-0.393711208,46.23634158
Brent oil,2019/7/29,63.23,63.82,62.85,63.74,237965,437597,-36.10443083,-0.358608557,48.46517283
Brent oil,2019/7/30,63.8,65.1,63.78,64.96,297357,444663,17.95754806,-0.229697836,53.81716667
Brent oil,2019/7/31,64.86,65.43,64.17,64.22,321715,444865,14.44768994,-0.185113107,50.39826258
Brent oil,2019/8/1,64.09,64.54,60.02,61.05,433719,451864,-110.8444335,-0.400949994,38.97552319
Brent oil,2019/8/2,61.16,62.95,60.98,61.17,364137,440172,-107.6212991,-0.555911087,39.53421342
Brent oil,2019/8/5,61.46,61.56,59.66,60.05,378858,437065,-144.1352755,-0.760328912,36.20278523
Brent oil,2019/8/6,59.56,60.56,58.55,58.63,328149,423295,-164.9367612,-1.025096963,32.46721121
Brent oil,2019/8/7,58.68,59.23,55.88,57.44,485190,409799,-196.0925142,-1.315783078,29.70132397
Brent oil,2019/8/8,57.48,58.01,56.77,57.75,299685,377371,-170.773913,-1.503804586,31.34221112
Brent oil,2019/8/9,57.74,59.1,57.11,58.42,281803,359156,-129.7096472,-1.580530217,34.88009147
Brent oil,2019/8/12,58.3,58.88,57.88,58.37,221349,348001,-107.9754974,-1.626619754,34.73623944
Brent oil,2019/8/13,58.47,61.5,58,60.91,338076,325776,-45.80635283,-1.44157173,46.75061922
Brent oil,2019/8/14,60.23,60.24,57.43,58.11,148326,351176,-79.84071536,-1.50352474,38.36597722
Brent oil,2019/8/15,58.3,58.57,56.87,57.39,157937,357532,-97.18563641,-1.592365136,36.55066398
Brent oil,2019/8/16,57.5,58.51,57.31,57.7,111789,356350,-83.43129969,-1.619093478,37.91280242
Brent oil,2019/8/19,58.3,59.39,58.17,59.21,143311,376145,-48.12634396,-1.501127439,44.19702368
Brent oil,2019/8/20,59.16,59.86,58.51,59.62,156500,379600,-31.23681536,-1.358890486,45.80112313
Brent oil,2019/8/21,59.72,60.94,59.62,59.95,180707,383532,-4.601347051,-1.20564056,47.11874397
Brent oil,2019/8/22,60.15,60.47,59.07,59.64,224305,391900,-11.94173921,-1.096562806,45.9877132
Brent oil,2019/8/23,59.7,59.85,57.89,58.39,245355,425054,-33.45544686,-1.098321684,41.64667099
Brent oil,2019/8/26,57.96,59.61,57.74,58.26,137472,435455,-31.17627519,-1.097553606,41.21097545
Brent oil,2019/8/27,58.26,59.7,58.06,59.59,223484,443855,-7.928561211,-0.978347237,47.2869248
Brent oil,2019/8/28,59.58,60.48,59.32,59.84,282151,448910,19.14351672,-0.853859657,48.36715666
Brent oil,2019/8/29,59.89,60.6,59.42,60.37,367177,474435,29.02744861,-0.704316856,50.67489819
Brent oil,2019/8/30,60.34,60.62,58.48,59.19,344394,479455,13.29169727,-0.673258344,45.76997083
Brent oil,2019/9/2,58.8,59.26,58.1,58.61,121642,492279,-7.039857021,-0.687520098,43.53922026
Brent oil,2019/9/3,58.54,58.87,57.23,58.27,265120,491984,-24.00966534,-0.717981358,42.23957298
Brent oil,2019/9/4,58.17,60.96,58.13,60.43,283104,485150,34.98633194,-0.561357201,52.03510205
Brent oil,2019/9/5,60.49,62.4,60.25,60.8,292058,485441,87.22567031,-0.402733064,53.49014282
Brent oil,2019/9/6,60.81,61.88,59.4,61.78,287357,480848,81.85968411,-0.195688706,57.19408705
Brent oil,2019/9/9,61.6,63,61.57,62.71,249708,470476,140.959685,0.04294364,60.41577269
Brent oil,2019/9/10,62.82,63.78,62.17,62.71,267549,447863,147.1929431,0.229416918,60.41577269
Brent oil,2019/9/11,62.88,63.27,60.52,61.02,315118,441955,85.67426855,0.238084963,52.14468594
Brent oil,2019/9/12,61.16,61.39,58.92,60.49,358089,421218,19.70948052,0.199883745,49.84024157
Brent oil,2019/9/13,59.58,59.84,58.7,59.15,167513,449907,-41.76709132,0.060781551,44.48715334
Brent oil,2019/9/16,64,70.32,63.53,66.83,759601,466168,311.5156425,0.563755257,66.61737769
Brent oil,2019/9/17,67.11,67.85,62.62,63.21,609256,479681,170.9210864,0.662623485,55.40552406
Brent oil,2019/9/18,63.3,63.99,62.11,62.68,294979,470534,88.37507505,0.69025388,53.97326827
Brent oil,2019/9/19,62.57,64.48,62.53,63.7,256792,485556,100.0535786,0.785403005,56.31383193
Brent oil,2019/9/20,63.84,64.24,63,63.75,209238,494696,90.91592871,0.854988184,56.43079384
Brent oil,2019/9/23,64.04,64.35,62.5,63.3,222153,519303,70.12358584,0.863865595,55.00348509
Brent oil,2019/9/24,63.31,63.53,61.34,61.39,250089,539605,17.93253198,0.708611537,49.30336661
Brent oil,2019/9/25,61.52,61.8,60.3,61.56,295095,540379,-15.64698006,0.592459651,49.80199883
Brent oil,2019/9/26,61.56,61.92,60.5,61.61,300139,549149,-13.63340306,0.498694388,49.95789754
Brent oil,2019/9/27,61.5,61.82,59.83,61.18,380302,558407,-30.79983745,0.385246453,48.56111784
Brent oil,2019/9/30,61.45,61.54,59.19,59.43,272842,563148,-63.01222508,0.152371332,43.26003157
Brent oil,2019/10/1,59.38,60.1,58.41,59.2,291672,556618,-88.85276763,-0.05016469,42.60180014
Brent oil,2019/10/2,59.25,59.5,57.22,57.52,307905,543417,-116.073791,-0.342292176,38.04785221
Brent oil,2019/10/3,57.54,57.99,56.15,57.61,336903,515094,-128.6975207,-0.560086733,38.42757292
Brent oil,2019/10/4,57.69,58.96,57.67,58.43,299922,494112,-89.63326019,-0.658927635,41.92047954
Brent oil,2019/10/7,58.02,59.68,58.02,58.44,228408,492599,-74.65743918,-0.72806022,41.96371809
Brent oil,2019/10/8,58.47,58.92,57.38,58.12,274743,460232,-84.93874309,-0.799454009,40.91404239
Brent oil,2019/10/9,58.02,59.35,57.91,58.32,266484,437430,-68.48750408,-0.830324311,41.89235834
